match_id,season,city,venue,team1,team2,toss_winner,toss_decision,result,winner,win_by_runs,win_by_wickets,player_of_match,toss_win_match_win
320,2016,Jaipur,M. Chinnaswamy Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,wickets,Mumbai Indians,0,4,Rohit Sharma,True
321,2016,Mumbai,Feroz Shah Kotla,Rajasthan Royals,Punjab Kings,Punjab Kings,field,wickets,Rajasthan Royals,24,0,Shimron Hetmyer,False
322,2021,Chandigarh,M.A. Chidambaram Stadium,Mumbai Indians,Punjab Kings,Mumbai Indians,field,wickets,Punjab Kings,0,5,Liam Livingstone,False
323,2020,Chandigarh,Feroz Shah Kotla,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,runs,Punjab Kings,34,0,Shikhar Dhawan,False
324,2017,Chennai,Eden Gardens,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,runs,Royal Challengers Bangalore,0,7,Faf du Plessis,True
325,2023,Chandigarh,Rajiv Gandhi Stadium,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,runs,Mumbai Indians,28,0,Jasprit Bumrah,False
326,2020,Hyderabad,Punjab Cricket Association Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,runs,Chennai Super Kings,37,0,Ambati Rayudu,True
327,2020,Jaipur,Feroz Shah Kotla,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,runs,Delhi Capitals,0,9,Axar Patel,True
328,2015,Mumbai,M.A. Chidambaram Stadium,Mumbai Indians,Punjab Kings,Punjab Kings,field,wickets,Punjab Kings,0,8,Jonny Bairstow,True
329,2018,Mumbai,M.A. Chidambaram Stadium,Chennai Super Kings,Punjab Kings,Punjab Kings,field,runs,Punjab Kings,37,0,Kagiso Rabada,True
330,2020,Chennai,Punjab Cricket Association Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,Mumbai Indians,56,0,Suryakumar Yadav,False
331,2020,Kolkata,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,runs,Royal Challengers Bangalore,0,9,Harshal Patel,True
332,2019,Mumbai,M. Chinnaswamy Stadium,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,runs,Rajasthan Royals,65,0,Yuzvendra Chahal,True
333,2015,Hyderabad,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,tie,Kolkata Knight Riders,47,0,Venkatesh Iyer,False
334,2022,Mumbai,M.A. Chidambaram Stadium,Delhi Capitals,Punjab Kings,Delhi Capitals,field,wickets,Punjab Kings,20,0,Not Awarded,False
335,2019,Hyderabad,Wankhede Stadium,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,tie,Royal Challengers Bangalore,0,4,Harshal Patel,True
336,2019,Jaipur,Rajiv Gandhi Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,runs,Sunrisers Hyderabad,29,0,Nicholas Pooran,False
337,2021,Jaipur,Feroz Shah Kotla,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,runs,Sunrisers Hyderabad,0,3,Kane Williamson,True
338,2018,Delhi,Sawai Mansingh Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Royal Challengers Bangalore,60,0,Faf du Plessis,True
339,2020,Delhi,M. Chinnaswamy Stadium,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,runs,Punjab Kings,0,2,KL Rahul,False
340,2018,Hyderabad,Punjab Cricket Association Stadium,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,Delhi Capitals,0,2,Rishabh Pant,False
341,2017,Kolkata,Rajiv Gandhi Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,runs,Rajasthan Royals,35,0,Trent Boult,False
342,2021,Mumbai,Eden Gardens,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,runs,Delhi Capitals,0,4,Axar Patel,False
343,2022,Chandigarh,Sawai Mansingh Stadium,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,runs,Punjab Kings,95,0,Kagiso Rabada,True
344,2018,Mumbai,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,bat,runs,Punjab Kings,91,0,KL Rahul,True
345,2016,Delhi,Feroz Shah Kotla,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,wickets,Sunrisers Hyderabad,11,0,Kane Williamson,True
346,2017,Bangalore,Feroz Shah Kotla,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,runs,Mumbai Indians,0,5,Ishan Kishan,True
347,2015,Chandigarh,Punjab Cricket Association Stadium,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,runs,Delhi Capitals,38,0,Rishabh Pant,False
348,2022,Hyderabad,Wankhede Stadium,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,wickets,Delhi Capitals,0,4,Prithvi Shaw,True
349,2017,Chandigarh,Punjab Cricket Association Stadium,Delhi Capitals,Punjab Kings,Delhi Capitals,field,runs,Delhi Capitals,0,2,Axar Patel,True
350,2021,Bangalore,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,runs,Chennai Super Kings,8,0,Ravindra Jadeja,True
351,2019,Mumbai,Sawai Mansingh Stadium,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,wickets,Delhi Capitals,0,9,Axar Patel,False
352,2019,Mumbai,Sawai Mansingh Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,runs,Royal Challengers Bangalore,0,1,Dinesh Karthik,False
353,2021,Kolkata,M.A. Chidambaram Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,runs,Rajasthan Royals,56,0,Trent Boult,False
354,2023,Chennai,Wankhede Stadium,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,wickets,Delhi Capitals,0,9,Mitchell Marsh,False
355,2019,Chandigarh,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,runs,Sunrisers Hyderabad,0,9,Not Awarded,True
356,2015,Delhi,Sawai Mansingh Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,wickets,Sunrisers Hyderabad,31,0,Kane Williamson,False
357,2015,Bangalore,Sawai Mansingh Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,wickets,Delhi Capitals,0,5,Prithvi Shaw,False
358,2016,Bangalore,Rajiv Gandhi Stadium,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,runs,Mumbai Indians,50,0,Ishan Kishan,False
359,2020,Bangalore,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,wickets,Punjab Kings,69,0,Jonny Bairstow,False
360,2023,Delhi,Rajiv Gandhi Stadium,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,wickets,Mumbai Indians,30,0,Hardik Pandya,True
361,2022,Chennai,Rajiv Gandhi Stadium,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,runs,Rajasthan Royals,88,0,Trent Boult,True
362,2019,Mumbai,Wankhede Stadium,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,wickets,Kolkata Knight Riders,0,1,Pat Cummins,True
363,2015,Kolkata,M.A. Chidambaram Stadium,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,runs,Sunrisers Hyderabad,0,4,Bhuvneshwar Kumar,True
364,2021,Kolkata,Feroz Shah Kotla,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,wickets,Mumbai Indians,75,0,Ishan Kishan,True
365,2019,Delhi,Rajiv Gandhi Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,Royal Challengers Bangalore,45,0,Glenn Maxwell,True
366,2020,Kolkata,M.A. Chidambaram Stadium,Punjab Kings,Delhi Capitals,Punjab Kings,field,wickets,Punjab Kings,4,0,Liam Livingstone,True
367,2021,Bangalore,Punjab Cricket Association Stadium,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,Royal Challengers Bangalore,0,9,Glenn Maxwell,True
368,2017,Kolkata,Eden Gardens,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,wickets,Chennai Super Kings,0,9,MS Dhoni,False
369,2017,Chennai,Rajiv Gandhi Stadium,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,runs,Kolkata Knight Riders,0,2,Venkatesh Iyer,True
370,2019,Mumbai,Punjab Cricket Association Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,runs,Sunrisers Hyderabad,64,0,Kane Williamson,False
371,2020,Jaipur,Feroz Shah Kotla,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,Sunrisers Hyderabad,0,2,Bhuvneshwar Kumar,True
372,2023,Kolkata,Eden Gardens,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,wickets,Delhi Capitals,51,0,Prithvi Shaw,True
373,2019,Hyderabad,Eden Gardens,Chennai Super Kings,Punjab Kings,Punjab Kings,field,wickets,Punjab Kings,50,0,KL Rahul,True
374,2015,Chandigarh,Feroz Shah Kotla,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,wickets,Punjab Kings,0,4,Liam Livingstone,False
375,2018,Delhi,Rajiv Gandhi Stadium,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,wickets,Chennai Super Kings,59,0,Not Awarded,False
376,2019,Bangalore,Wankhede Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,wickets,Sunrisers Hyderabad,0,8,Rashid Khan,True
377,2019,Kolkata,Feroz Shah Kotla,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Kolkata Knight Riders,30,0,Andre Russell,True
378,2021,Hyderabad,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,wickets,Punjab Kings,42,0,Kagiso Rabada,True
379,2018,Kolkata,Feroz Shah Kotla,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,wickets,Sunrisers Hyderabad,37,0,Bhuvneshwar Kumar,False
380,2015,Jaipur,Eden Gardens,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,tie,Chennai Super Kings,42,0,MS Dhoni,False
381,2019,Mumbai,M. Chinnaswamy Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,wickets,Sunrisers Hyderabad,0,2,David Warner,False
382,2021,Mumbai,M.A. Chidambaram Stadium,Mumbai Indians,Punjab Kings,Mumbai Indians,field,runs,Mumbai Indians,0,5,Suryakumar Yadav,True
383,2020,Mumbai,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,runs,Sunrisers Hyderabad,6,0,Nicholas Pooran,False
384,2019,Bangalore,Wankhede Stadium,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,wickets,Kolkata Knight Riders,0,6,Shubman Gill,True
385,2018,Kolkata,Rajiv Gandhi Stadium,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,wickets,Delhi Capitals,0,6,Rishabh Pant,True
386,2016,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,wickets,Chennai Super Kings,0,6,Deepak Chahar,True
387,2018,Mumbai,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,wickets,Sunrisers Hyderabad,29,0,Rashid Khan,True
388,2017,Hyderabad,M.A. Chidambaram Stadium,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,wickets,Punjab Kings,0,3,Jonny Bairstow,False
389,2015,Kolkata,Feroz Shah Kotla,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,runs,Kolkata Knight Riders,59,0,Shubman Gill,False
390,2022,Bangalore,M. Chinnaswamy Stadium,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,wickets,Mumbai Indians,47,0,Hardik Pandya,False
391,2019,Jaipur,Wankhede Stadium,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,runs,Punjab Kings,0,1,KL Rahul,True
392,2018,Bangalore,Rajiv Gandhi Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,runs,Rajasthan Royals,0,1,Sanju Samson,False
393,2022,Hyderabad,Punjab Cricket Association Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,wickets,Chennai Super Kings,0,2,Deepak Chahar,True
394,2021,Bangalore,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,wickets,Royal Challengers Bangalore,68,0,Harshal Patel,False
395,2016,Bangalore,M. Chinnaswamy Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,runs,Rajasthan Royals,0,9,Sanju Samson,True
396,2015,Jaipur,Punjab Cricket Association Stadium,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,runs,Sunrisers Hyderabad,0,4,Kane Williamson,False
397,2018,Kolkata,M. Chinnaswamy Stadium,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,tie,Delhi Capitals,0,3,Rishabh Pant,False
398,2022,Kolkata,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,runs,Sunrisers Hyderabad,13,0,Rashid Khan,True
399,2016,Delhi,Feroz Shah Kotla,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,wickets,Chennai Super Kings,0,9,MS Dhoni,True
400,2017,Bangalore,Sawai Mansingh Stadium,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,wickets,Chennai Super Kings,86,0,MS Dhoni,False
